Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,03-05-2023,169.50,170.92,167.16,167.45,167.45,65136000
AAPL,04-05-2023,164.89,167.04,164.31,165.79,165.79,81235400
AAPL,05-05-2023,170.98,174.30,170.76,173.57,173.57,113316400
MSFT,07-02-2023,260.53,268.77,260.08,267.56,266.89,50841400
MSFT,08-02-2023,273.20,276.76,266.21,266.73,266.06,54686000
MSFT,09-02-2023,273.80,273.98,262.80,263.62,262.96,42375100
MSFT,10-02-2023,261.53,264.09,260.66,263.10,262.44,25818500
MSFT,13-02-2023,267.64,274.60,267.15,271.32,270.64,44630900
MSFT,14-02-2023,272.67,274.97,269.28,272.17,271.49,37047900
MSFT,15-02-2023,268.32,270.73,266.18,269.32,269.32,28922400
MSFT,16-02-2023,264.02,266.74,261.90,262.15,262.15,29603600
MSFT,17-02-2023,259.39,260.09,256.00,258.06,258.06,30000100
MSFT,21-02-2023,254.48,255.49,251.59,252.67,252.67,28397400
MSFT,22-02-2023,254.09,254.34,250.34,251.51,251.51,22491100
MSFT,23-02-2023,255.56,256.84,250.48,254.77,254.77,29219100
MSFT,24-02-2023,249.96,251.00,248.10,249.22,249.22,24990900
MSFT,27-02-2023,252.46,252.82,249.39,250.16,250.16,21190000
MSFT,28-02-2023,249.07,251.49,248.73,249.42,249.42,22491000
MSFT,01-03-2023,250.76,250.93,245.79,246.27,246.27,27565300
MSFT,02-03-2023,246.55,251.40,245.61,251.11,251.11,24808200
MSFT,03-03-2023,252.19,255.62,251.39,255.29,255.29,30760100
MSFT,06-03-2023,256.43,260.12,255.98,256.87,256.87,24109800
MSFT,07-03-2023,256.30,257.69,253.39,254.15,254.15,21473200
MSFT,08-03-2023,254.04,254.54,250.81,253.70,253.70,17340200
MSFT,09-03-2023,255.82,259.56,251.58,252.32,252.32,26653400
MSFT,10-03-2023,251.08,252.79,247.60,248.59,248.59,28333900
MSFT,13-03-2023,247.40,257.91,245.73,253.92,253.92,33339700
MSFT,14-03-2023,256.75,261.07,255.86,260.79,260.79,33620300
MSFT,15-03-2023,259.98,266.48,259.21,265.44,265.44,46028000
MSFT,16-03-2023,265.21,276.56,263.28,276.20,276.20,54768800
MSFT,17-03-2023,278.26,283.33,276.32,279.43,279.43,69527400
MSFT,20-03-2023,276.98,277.48,269.85,272.23,272.23,43466600
MSFT,21-03-2023,274.88,275.00,269.52,273.78,273.78,34558700
MSFT,22-03-2023,273.40,281.04,272.18,272.29,272.29,34873300
MSFT,23-03-2023,277.94,281.06,275.20,277.66,277.66,36610900
MSFT,24-03-2023,277.24,280.63,275.28,280.57,280.57,28172000
MSFT,27-03-2023,280.50,281.46,275.52,276.38,276.38,26840200
MSFT,28-03-2023,275.79,276.14,272.05,275.23,275.23,21878600
MSFT,29-03-2023,278.96,281.14,278.41,280.51,280.51,25087000
MSFT,30-03-2023,284.23,284.46,281.48,284.05,284.05,25053400
MSFT,31-03-2023,283.73,289.27,283.00,288.30,288.30,32766000
MSFT,03-04-2023,286.52,288.27,283.95,287.23,287.23,24883300
MSFT,04-04-2023,287.23,290.45,285.67,287.18,287.18,25824300
MSFT,05-04-2023,285.85,287.15,282.92,284.34,284.34,22064800
MSFT,06-04-2023,283.21,292.08,282.03,291.60,291.60,29770300
MSFT,10-04-2023,289.21,289.60,284.71,289.39,289.39,23103000
MSFT,11-04-2023,285.75,285.98,281.64,282.83,282.83,27276600
MSFT,12-04-2023,284.79,287.01,281.96,283.49,283.49,27403400
MSFT,13-04-2023,283.59,289.90,283.17,289.84,289.84,24222700
MSFT,14-04-2023,287.00,288.48,283.69,286.14,286.14,20987900
MSFT,17-04-2023,289.93,291.60,286.16,288.80,288.80,23836200
MSFT,18-04-2023,291.57,291.76,287.01,288.37,288.37,20161800
MSFT,19-04-2023,285.99,289.05,284.54,288.45,288.45,17150300
MSFT,20-04-2023,285.25,289.03,285.08,286.11,286.11,23244400
MSFT,21-04-2023,285.01,286.27,283.06,285.76,285.76,21676400
MSFT,24-04-2023,282.09,284.95,278.72,281.77,281.77,26611000
MSFT,25-04-2023,279.51,281.60,275.37,275.42,275.42,45772200
MSFT,26-04-2023,296.70,299.57,292.73,295.37,295.37,64599200
MSFT,27-04-2023,295.97,305.20,295.25,304.83,304.83,46462600
MSFT,28-04-2023,304.01,308.93,303.31,307.26,307.26,36446700
MSFT,01-05-2023,306.97,308.60,305.15,305.56,305.56,21294100
MSFT,02-05-2023,307.76,309.18,303.91,305.41,305.41,26404400
MSFT,03-05-2023,306.62,308.61,304.09,304.40,304.40,22360800
MSFT,04-05-2023,306.24,307.76,303.40,305.41,305.41,22519900
MSFT,05-05-2023,305.72,311.97,304.27,310.65,310.65,28181200
NFLX,07-02-2023,358.51,364.18,354.18,362.95,362.95,6289400
NFLX,08-02-2023,360.02,368.19,358.31,366.83,366.83,6253200
NFLX,09-02-2023,372.41,373.83,361.74,362.50,362.50,6901100
NFLX,10-02-2023,359.16,362.14,347.14,347.36,347.36,7291100
NFLX,13-02-2023,349.50,359.70,344.25,358.57,358.57,7134400
NFLX,14-02-2023,357.55,363.75,353.40,359.96,359.96,4624800
NFLX,15-02-2023,356.63,362.88,354.24,361.42,361.42,3966000
NFLX,16-02-2023,355.00,361.50,350.31,350.71,350.71,5215700
NFLX,17-02-2023,347.91,349.00,342.44,347.96,347.96,5294700
NFLX,21-02-2023,342.85,344.13,336.42,337.50,337.50,5710300
NFLX,22-02-2023,337.50,341.91,332.82,334.88,334.88,4546200
NFLX,23-02-2023,331.23,331.28,314.30,323.65,323.65,13238700
NFLX,24-02-2023,319.30,321.50,314.52,317.15,317.15,6830700
NFLX,27-02-2023,323.87,330.00,322.12,323.03,323.03,6142600
NFLX,28-02-2023,323.70,327.62,321.17,322.13,322.13,3676100
NFLX,01-03-2023,321.55,326.60,312.36,313.48,313.48,4911300
NFLX,02-03-2023,310.96,315.57,310.38,311.88,311.88,4911000
NFLX,03-03-2023,315.45,317.49,310.82,315.18,315.18,5953300
NFLX,06-03-2023,317.00,323.30,311.84,312.03,312.03,5660700
NFLX,07-03-2023,312.68,314.30,306.62,308.47,308.47,4553100
NFLX,08-03-2023,309.29,311.83,305.75,311.79,311.79,3479500
NFLX,09-03-2023,312.08,312.51,294.88,297.78,297.78,7443400
NFLX,10-03-2023,297.90,298.79,289.00,292.76,292.76,5759300
NFLX,13-03-2023,287.34,299.24,285.33,293.51,293.51,6292400
NFLX,14-03-2023,295.97,297.45,290.31,294.94,294.94,5956700
NFLX,15-03-2023,292.51,306.31,292.28,303.79,303.79,9215300
NFLX,16-03-2023,304.75,316.60,301.71,310.06,310.06,7903700
NFLX,17-03-2023,310.06,310.76,300.00,303.50,303.50,6918800
NFLX,20-03-2023,299.79,307.50,296.00,305.13,305.13,5113400
NFLX,21-03-2023,306.32,307.92,300.43,305.79,305.79,4886300
NFLX,22-03-2023,306.31,306.45,293.54,293.90,293.90,5808000
NFLX,23-03-2023,304.68,322.78,304.14,320.37,320.37,15653300
NFLX,24-03-2023,320.63,331.83,320.63,328.39,328.39,12991700
NFLX,27-03-2023,327.55,336.44,324.41,327.66,327.66,8625800
NFLX,28-03-2023,326.06,333.32,321.28,323.52,323.52,6489400
NFLX,29-03-2023,326.29,332.85,325.73,332.03,332.03,6287300
NFLX,30-03-2023,340.27,343.29,335.30,338.43,338.43,7131500
NFLX,31-03-2023,340.05,345.84,337.20,345.48,345.48,5610200
NFLX,03-04-2023,341.83,348.58,340.40,348.28,348.28,4413700
NFLX,04-04-2023,348.49,349.80,343.95,346.75,346.75,3298100
NFLX,05-04-2023,345.30,345.43,336.25,342.35,342.35,4205500
NFLX,06-04-2023,339.34,340.48,332.63,339.33,339.33,4660500
NFLX,10-04-2023,335.27,339.88,333.36,338.99,338.99,2657900
NFLX,11-04-2023,343.45,347.14,337.64,338.21,338.21,4044800
NFLX,12-04-2023,340.81,342.80,330.04,331.03,331.03,3965400
NFLX,13-04-2023,339.99,346.43,338.75,346.19,346.19,7406400
NFLX,14-04-2023,342.94,344.85,336.41,338.63,338.63,5350500
NFLX,17-04-2023,338.00,338.39,327.50,332.72,332.72,6136000
NFLX,18-04-2023,335.00,337.19,330.50,333.70,333.70,17944500
NFLX,19-04-2023,324.21,325.75,316.10,323.12,323.12,22128300
NFLX,20-04-2023,320.39,331.43,318.33,325.35,325.35,9947800
NFLX,21-04-2023,323.00,328.29,319.50,327.98,327.98,6348000
NFLX,24-04-2023,330.20,334.66,326.75,329.02,329.02,5586600
NFLX,25-04-2023,328.50,328.66,321.10,322.55,322.55,5426600
NFLX,26-04-2023,321.36,325.90,320.47,321.15,321.15,4623200
NFLX,27-04-2023,324.30,327.45,317.44,325.85,325.85,5618800
NFLX,28-04-2023,325.24,330.81,324.00,329.93,329.93,4221900
NFLX,01-05-2023,329.44,331.23,318.09,324.12,324.12,5341500
NFLX,02-05-2023,325.00,326.07,315.62,317.55,317.55,4318600
NFLX,03-05-2023,317.55,324.62,315.85,319.30,319.30,5064100
NFLX,04-05-2023,319.01,323.61,317.95,320.78,320.78,3879700
NFLX,05-05-2023,323.61,324.15,319.44,322.76,322.76,3988600
GOOG,07-02-2023,103.63,108.67,103.55,108.04,108.04,33738800
GOOG,08-02-2023,102.69,103.58,98.46,100.00,100.00,73546000
GOOG,09-02-2023,100.54,100.61,93.86,95.46,95.46,97798600
GOOG,10-02-2023,95.74,97.02,94.53,94.86,94.86,49325300
GOOG,13-02-2023,95.01,95.35,94.05,95.00,95.00,43116600
GOOG,14-02-2023,94.66,95.18,92.65,94.95,94.95,42513100
GOOG,15-02-2023,94.74,97.34,94.36,97.10,97.10,36964500
GOOG,16-02-2023,95.54,97.88,94.97,95.78,95.78,35642100
GOOG,17-02-2023,95.07,95.75,93.45,94.59,94.59,31095100
GOOG,21-02-2023,93.24,93.42,92.00,92.05,92.05,28367200
GOOG,22-02-2023,91.93,92.36,90.87,91.80,91.80,29891100
GOOG,23-02-2023,92.13,92.13,90.01,91.07,91.07,32423700
GOOG,24-02-2023,89.63,90.13,88.86,89.35,89.35,31295600
GOOG,27-02-2023,90.09,90.45,89.61,90.10,90.10,22724300
GOOG,28-02-2023,89.54,91.45,89.52,90.30,90.30,30546900
GOOG,01-03-2023,90.16,91.20,89.85,90.51,90.51,26323900
GOOG,02-03-2023,89.86,92.48,89.77,92.31,92.31,23328600
GOOG,03-03-2023,92.74,94.11,92.66,94.02,94.02,30242500
GOOG,06-03-2023,94.36,96.30,94.30,95.58,95.58,28288200
GOOG,07-03-2023,95.42,96.09,93.84,94.17,94.17,24101500
GOOG,08-03-2023,94.40,96.24,94.40,94.65,94.65,25395200
GOOG,09-03-2023,94.49,95.92,92.36,92.66,92.66,24438900
GOOG,10-03-2023,92.50,93.18,90.80,91.01,91.01,32850100
GOOG,13-03-2023,90.57,93.08,89.94,91.66,91.66,31508600
GOOG,14-03-2023,93.07,94.83,92.78,94.25,94.25,32303900
GOOG,15-03-2023,93.54,97.25,93.04,96.55,96.55,38367300
GOOG,16-03-2023,96.57,101.97,95.87,101.07,101.07,54499500
GOOG,17-03-2023,100.84,103.49,100.75,102.46,102.46,76140300
GOOG,20-03-2023,101.06,102.58,100.79,101.93,101.93,26033900
GOOG,21-03-2023,101.98,105.96,101.86,105.84,105.84,33122800
GOOG,22-03-2023,105.14,107.51,104.21,104.22,104.22,32336900
GOOG,23-03-2023,105.89,107.10,105.41,106.26,106.26,31385800
GOOG,24-03-2023,105.74,106.16,104.74,106.06,106.06,25245000
GOOG,27-03-2023,105.32,105.40,102.63,103.06,103.06,25393400
GOOG,28-03-2023,103.00,103.00,100.28,101.36,101.36,24913500
GOOG,29-03-2023,102.72,102.82,101.03,101.90,101.90,26148300
GOOG,30-03-2023,101.44,101.61,100.29,101.32,101.32,25009800
GOOG,31-03-2023,101.71,104.19,101.44,104.00,104.00,28086500
GOOG,03-04-2023,102.67,104.95,102.38,104.91,104.91,20719900
GOOG,04-04-2023,104.84,106.10,104.60,105.12,105.12,20377200
GOOG,05-04-2023,106.12,106.54,104.10,104.95,104.95,21864200
GOOG,06-04-2023,105.77,109.63,104.82,108.90,108.90,34684200
GOOG,10-04-2023,107.39,107.97,105.60,106.95,106.95,19741500
GOOG,11-04-2023,106.92,107.22,105.28,106.12,106.12,18721300
GOOG,12-04-2023,107.39,107.59,104.97,105.22,105.22,22761600
GOOG,13-04-2023,106.47,108.26,106.44,108.19,108.19,21650700
GOOG,14-04-2023,107.69,109.58,107.59,109.46,109.46,20745400
GOOG,17-04-2023,105.43,106.71,105.32,106.42,106.42,29043400
GOOG,18-04-2023,107.00,107.05,104.78,105.12,105.12,17641400
GOOG,19-04-2023,104.21,105.72,103.80,105.02,105.02,16732000
GOOG,20-04-2023,104.65,106.89,104.64,105.90,105.90,22515300
GOOG,21-04-2023,106.09,106.64,105.49,105.91,105.91,22369800
GOOG,24-04-2023,106.05,107.32,105.36,106.78,106.78,21410900
GOOG,25-04-2023,106.61,107.44,104.56,104.61,104.61,31408100
GOOG,26-04-2023,105.56,107.02,103.27,104.45,104.45,37068200
GOOG,27-04-2023,105.23,109.15,104.42,108.37,108.37,38235200
GOOG,28-04-2023,107.80,108.29,106.04,108.22,108.22,23957900
GOOG,01-05-2023,107.72,108.68,107.50,107.71,107.71,20926300
GOOG,02-05-2023,107.66,107.73,104.50,105.98,105.98,20343100
GOOG,03-05-2023,106.22,108.13,105.62,106.12,106.12,17116300
GOOG,04-05-2023,106.16,106.30,104.70,105.21,105.21,19780600
GOOG,05-05-2023,105.32,106.44,104.74,106.21,106.21,20705300
